Census Tract,FIPS Code,Formatted FIPS,% on SNAP 
"36005019900, NY",36005019900,36005019900,51.02
"36061006400, NY",36061006400,36061006400,1.83
"36005031600, NY",36005031600,36005031600,9.85
"36047019400, NY",36047019400,36047019400,22.36
"36081028300, NY",36081028300,36081028300,8.39
"36047073600, NY",36047073600,36047073600,20.35
"36081027500, NY",36081027500,36081027500,33.95
"36061011900, NY",36061011900,36061011900,N/A
"36005023900, NY",36005023900,36005023900,54.56
"36061016400, NY",36061016400,36061016400,42.9
"36061015400, NY",36061015400,36061015400,6.71
"36005014100, NY",36005014100,36005014100,55.78
"36061019600, NY",36061019600,36061019600,32.31
"36061007800, NY",36061007800,36061007800,0
"36047112400, NY",36047112400,36047112400,21.49
"36061007000, NY",36061007000,36061007000,2.11
"36047093400, NY",36047093400,36047093400,12.75
"36081027900, NY",36081027900,36081027900,22.93
"36061018200, NY",36061018200,36061018200,48.74
"36061009800, NY",36061009800,36061009800,0
"36061011800, NY",36061011800,36061011800,1.43
"36061018400, NY",36061018400,36061018400,48.3
"36081001800, NY",36081001800,36081001800,10.69
"36061021200, NY",36061021200,36061021200,23.42
"36081018800, NY",36081018800,36081018800,12.59
"36061011000, NY",36061011000,36061011000,1.41
"36047032700, NY",36047032700,36047032700,32.68
"36047046202, NY",36047046202,36047046202,15.48
"36081060000, NY",36081060000,36081060000,15.24
"36081027800, NY",36081027800,36081027800,33.27
"36061026900, NY",36061026900,36061026900,44.37
"36005042400, NY",36005042400,36005042400,12.94
"36047096400, NY",36047096400,36047096400,17.89
"36061011500, NY",36061011500,36061011500,6.24
"36061019300, NY",36061019300,36061019300,22.17
"36081023600, NY",36081023600,36081023600,15.73
"36047074800, NY",36047074800,36047074800,6.57
"36005025700, NY",36005025700,36005025700,29.76
"36081003800, NY",36081003800,36081003800,21.39
"36047013000, NY",36047013000,36047013000,28.67
"36061010900, NY",36061010900,36061010900,0
"36047057100, NY",36047057100,36047057100,5.94
"36005045101, NY",36005045101,36005045101,2.5
"36061011300, NY",36061011300,36061011300,N/A
"36061004800, NY",36061004800,36061004800,0
"36047022200, NY",36047022200,36047022200,56.96
"36061010100, NY",36061010100,36061010100,3.8
"36061005800, NY",36061005800,36061005800,8.24
"36047018000, NY",36047018000,36047018000,25.19
"36061009600, NY",36061009600,36061009600,0
"36047024800, NY",36047024800,36047024800,25.58
"36061019400, NY",36061019400,36061019400,33.62
"36061022000, NY",36061022000,36061022000,11.64
"36047047400, NY",36047047400,36047047400,37.03
"36005042200, NY",36005042200,36005042200,18.5
"36061011100, NY",36061011100,36061011100,11.59
"36047020100, NY",36047020100,36047020100,1.32
"36061007200, NY",36061007200,36061007200,8.55
"36047022400, NY",36047022400,36047022400,50.63
"36047052800, NY",36047052800,36047052800,12.58
"36005025500, NY",36005025500,36005025500,37.26
"36081027700, NY",36081027700,36081027700,22.49
"36047048600, NY",36047048600,36047048600,20.8
"36047025400, NY",36047025400,36047025400,23.77
"36061017700, NY",36061017700,36061017700,18.99
"36061009700, NY",36061009700,36061009700,12.83
"36047052900, NY",36047052900,36047052900,45.75
"36061006600, NY",36061006600,36061006600,22.25
"36047018800, NY",36047018800,36047018800,14.36
"36005024400, NY",36005024400,36005024400,16.61
"36081028100, NY",36081028100,36081028100,16.68
"36061013300, NY",36061013300,36061013300,8.46
"36005041300, NY",36005041300,36005041300,47.76
"36061006800, NY",36061006800,36061006800,0
"36047050700, NY",36047050700,36047050700,47.47
"36061012500, NY",36061012500,36061012500,0
"36005024900, NY",36005024900,36005024900,N/A
"36061007600, NY",36061007600,36061007600,0
"36061015300, NY",36061015300,36061015300,0
"36061008100, NY",36061008100,36061008100,0
"36061013100, NY",36061013100,36061013100,10.88
"36005038900, NY",36005038900,36005038900,48.26
"36047038300, NY",36047038300,36047038300,19.59
"36061014900, NY",36061014900,36061014900,0.99
"36061008300, NY",36061008300,36061008300,37.64
"36047050100, NY",36047050100,36047050100,6.48
"36047038500, NY",36047038500,36047038500,26.18
"36061012700, NY",36061012700,36061012700,17.79
"36047086800, NY",36047086800,36047086800,19.19
"36061007400, NY",36061007400,36061007400,3.96
"36061023000, NY",36061023000,36061023000,41.22
"36005026100, NY",36005026100,36005026100,3.09
"36047065200, NY",36047065200,36047065200,10.97
"36047118800, NY",36047118800,36047118800,17.22
"36081004001, NY",36081004001,36081004001,21.33
"36005037300, NY",36005037300,36005037300,49.74
"36047000700, NY",36047000700,36047000700,2.17
"36047035602, NY",36047035602,36047035602,12.94
"36047044400, NY",36047044400,36047044400,12.44
"36047039200, NY",36047039200,36047039200,28.22
"36081062900, NY",36081062900,36081062900,3.89
"36061014402, NY",36061014402,36061014402,0
"36047074200, NY",36047074200,36047074200,18.79
"36047053200, NY",36047053200,36047053200,15.72
"36047086000, NY",36047086000,36047086000,20.83
"36061005600, NY",36061005600,36061005600,0
"36047031300, NY",36047031300,36047031300,17.74
"36047067200, NY",36047067200,36047067200,29.3
"36061021600, NY",36061021600,36061021600,15.85
"36047099400, NY",36047099400,36047099400,9.8
"36081009400, NY",36081009400,36081009400,13.96
"36061010400, NY",36061010400,36061010400,5.33
"36047080000, NY",36047080000,36047080000,7.39
"36005021002, NY",36005021002,36005021002,25.45
"36061012000, NY",36061012000,36061012000,0
"36061008400, NY",36061008400,36061008400,0
"36047039000, NY",36047039000,36047039000,4.85
"36061010200, NY",36061010200,36061010200,0
"36061010000, NY",36061010000,36061010000,0
"36081010100, NY",36081010100,36081010100,4.59
"36047075600, NY",36047075600,36047075600,11.87
"36047025000, NY",36047025000,36047025000,19.17
"36047075400, NY",36047075400,36047075400,6.99
"36047075000, NY",36047075000,36047075000,15
"36005022800, NY",36005022800,36005022800,23.67
"36047053400, NY",36047053400,36047053400,30.76
"36061012200, NY",36061012200,36061012200,0
"36081026600, NY",36081026600,36081026600,44.54
"36081010600, NY",36081010600,36081010600,23.92
"36061010300, NY",36061010300,36061010300,6.31
"36061008000, NY",36061008000,36061008000,0
"36047032300, NY",36047032300,36047032300,19.77
"36047053000, NY",36047053000,36047053000,18.18
"36005027700, NY",36005027700,36005027700,36.83
"36047025600, NY",36047025600,36047025600,35.56
"36047112000, NY",36047112000,36047112000,33.24
"36047075200, NY",36047075200,36047075200,3.14
"36047054800, NY",36047054800,36047054800,10.96
"36061008200, NY",36061008200,36061008200,5.49
"36047059600, NY",36047059600,36047059600,20.27
"36047069000, NY",36047069000,36047069000,6.71
"36047024600, NY",36047024600,36047024600,21.98
"36081028900, NY",36081028900,36081028900,5.26
"36047047200, NY",36047047200,36047047200,29.53
"36081052000, NY",36081052000,36081052000,10.35
"36061009500, NY",36061009500,36061009500,2.54
"36081074100, NY",36081074100,36081074100,4.49
"36047089400, NY",36047089400,36047089400,32.75
"36061016600, NY",36061016600,36061016600,37.96
"36047023300, NY",36047023300,36047023300,42.56
"36047022900, NY",36047022900,36047022900,23.21
"36047057800, NY",36047057800,36047057800,31.15
"36081045000, NY",36081045000,36081045000,8.62
"36047007100, NY",36047007100,36047007100,43.35
"36005040100, NY",36005040100,36005040100,49.66
"36081058500, NY",36081058500,36081058500,8.17
"36081041500, NY",36081041500,36081041500,32.33
"36047055800, NY",36047055800,36047055800,21.79
"36081004300, NY",36081004300,36081004300,42.75
"36047056600, NY",36047056600,36047056600,19.66
"36047011200, NY",36047011200,36047011200,42.61
"36047101000, NY",36047101000,36047101000,7.05
"36081071306, NY",36081071306,36081071306,8.64
"36047110600, NY",36047110600,36047110600,57.36
"36081014100, NY",36081014100,36081014100,13.43
"36047078600, NY",36047078600,36047078600,35.79
"36047037300, NY",36047037300,36047037300,38.59
"36005025400, NY",36005025400,36005025400,10.27
"36047074400, NY",36047074400,36047074400,10.88
"36047036200, NY",36047036200,36047036200,37.29
"36047004500, NY",36047004500,36047004500,0
"36081013800, NY",36081013800,36081013800,6.59
"36081039900, NY",36081039900,36081039900,25.03
"36005036800, NY",36005036800,36005036800,19.71
"36081044602, NY",36081044602,36081044602,28.42
"36047056200, NY",36047056200,36047056200,3.63
"36081042700, NY",36081042700,36081042700,31.59
"36047057300, NY",36047057300,36047057300,6.09
"36005042800, NY",36005042800,36005042800,15.37
"36081072100, NY",36081072100,36081072100,16.94
"36061025300, NY",36061025300,36061025300,45.47
"36047121400, NY",36047121400,36047121400,62.56
"36005017100, NY",36005017100,36005017100,N/A
"36047020600, NY",36047020600,36047020600,8.39
"36081015900, NY",36081015900,36081015900,13.3
"36047081400, NY",36047081400,36047081400,27.02
"36081052200, NY",36081052200,36081052200,18.55
"36081051800, NY",36081051800,36081051800,13.67
"36047025800, NY",36047025800,36047025800,32.07
"36047019700, NY",36047019700,36047019700,0.98
"36047084000, NY",36047084000,36047084000,7.93
"36047082200, NY",36047082200,36047082200,40.8
"36047023800, NY",36047023800,36047023800,45.25
"36047042600, NY",36047042600,36047042600,36.8
"36047023600, NY",36047023600,36047023600,63.91
"36047050500, NY",36047050500,36047050500,41.06
"36047023400, NY",36047023400,36047023400,52.59
"36005012500, NY",36005012500,36005012500,41.96
"36047024000, NY",36047024000,36047024000,37.63
"36005026601, NY",36005026601,36005026601,17.21
"36005044800, NY",36005044800,36005044800,21.49
"36047052600, NY",36047052600,36047052600,19.89
"36047055400, NY",36047055400,36047055400,23.35
"36047018100, NY",36047018100,36047018100,13.56
"36047016700, NY",36047016700,36047016700,4.13
"36081037100, NY",36081037100,36081037100,6.19
"36047046400, NY",36047046400,36047046400,22.86
"36061006700, NY",36061006700,36061006700,2.21
"36061005200, NY",36061005200,36061005200,1.15
"36047054700, NY",36047054700,36047054700,48.33
"36047001100, NY",36047001100,36047001100,0
"36047068000, NY",36047068000,36047068000,17.99
"36047024900, NY",36047024900,36047024900,16.13
"36047112600, NY",36047112600,36047112600,21.95
"36047032500, NY",36047032500,36047032500,15.67
"36047043300, NY",36047043300,36047043300,39.89
"36047043100, NY",36047043100,36047043100,53.37
"36005003700, NY",36005003700,36005003700,22.22
"36047042000, NY",36047042000,36047042000,11.62
"36061005400, NY",36061005400,36061005400,0
"36047042900, NY",36047042900,36047042900,41.4
"36047043500, NY",36047043500,36047043500,36.43
"36081050201, NY",36081050201,36081050201,18.18
"36005013500, NY",36005013500,36005013500,42.4
"36047040900, NY",36047040900,36047040900,44.07
"36047078200, NY",36047078200,36047078200,30.19
"36005037400, NY",36005037400,36005037400,36.59
"36047042500, NY",36047042500,36047042500,18.98
"36047021600, NY",36047021600,36047021600,36.26
"36047054500, NY",36047054500,36047054500,58.36
"36047021400, NY",36047021400,36047021400,33.98
"36047003700, NY",36047003700,36047003700,1.97
"36047011400, NY",36047011400,36047011400,33.58
"36047053700, NY",36047053700,36047053700,61.74
"36081023000, NY",36081023000,36081023000,6.24
"36047015700, NY",36047015700,36047015700,2.76
"36081074500, NY",36081074500,36081074500,19.26
"36047055200, NY",36047055200,36047055200,14.08
"36047078400, NY",36047078400,36047078400,11.76
"36047043700, NY",36047043700,36047043700,44.56
"36047022800, NY",36047022800,36047022800,42.13
"36047091200, NY",36047091200,36047091200,63.26
"36081003200, NY",36081003200,36081003200,10.96
"36061005000, NY",36061005000,36061005000,2.08
"36047088400, NY",36047088400,36047088400,32.01
"36047024500, NY",36047024500,36047024500,21.15
"36047083800, NY",36047083800,36047083800,15.07
"36005021602, NY",36005021602,36005021602,26.88
"36081036500, NY",36081036500,36081036500,16.1
"36047044300, NY",36047044300,36047044300,35.21
"36005026702, NY",36005026702,36005026702,47.54
"36081116700, NY",36081116700,36081116700,9.74
"36005011900, NY",36005011900,36005011900,50.61
"36047084600, NY",36047084600,36047084600,15.86
"36081005500, NY",36081005500,36081005500,13.21
"36047004300, NY",36047004300,36047004300,3.38
"36047039100, NY",36047039100,36047039100,44.28
"36047044500, NY",36047044500,36047044500,33.98
"36047080600, NY",36047080600,36047080600,40.79
"36081028000, NY",36081028000,36081028000,16.45
"36047115200, NY",36047115200,36047115200,31.48
"36005017300, NY",36005017300,36005017300,47.75
"36047067800, NY",36047067800,36047067800,8.26
"36047065000, NY",36047065000,36047065000,22.62
"36061008900, NY",36061008900,36061008900,20.88
"36005021302, NY",36005021302,36005021302,59.54
"36061004700, NY",36061004700,36061004700,3.95
"36061008700, NY",36061008700,36061008700,6.52
"36061007300, NY",36061007300,36061007300,0
"36047026600, NY",36047026600,36047026600,28.06
"36047028900, NY",36047028900,36047028900,31.35
"36047014100, NY",36047014100,36047014100,0
"36047049700, NY",36047049700,36047049700,6.18
"36081058900, NY",36081058900,36081058900,12.47
"36081003100, NY",36081003100,36081003100,24.5
"36047064600, NY",36047064600,36047064600,4.21
"36061007100, NY",36061007100,36061007100,0
"36047049200, NY",36047049200,36047049200,14.53
"36047018200, NY",36047018200,36047018200,19.11
"36005006400, NY",36005006400,36005006400,33.02
"36081011000, NY",36081011000,36081011000,23.09
"36081009500, NY",36081009500,36081009500,7.46
"36047093600, NY",36047093600,36047093600,12.76
"36005021601, NY",36005021601,36005021601,44.25
"36047041200, NY",36047041200,36047041200,25.33
"36005016400, NY",36005016400,36005016400,11.02
"36081043900, NY",36081043900,36081043900,31.07
"36047003300, NY",36047003300,36047003300,9.16
"36047029100, NY",36047029100,36047029100,34.04
"36047029500, NY",36047029500,36047029500,14.4
"36047050600, NY",36047050600,36047050600,25.86
"36047029300, NY",36047029300,36047029300,31.85
"36081049301, NY",36081049301,36081049301,5.35
"36047042800, NY",36047042800,36047042800,28.32
"36047078000, NY",36047078000,36047078000,6.23
"36047053800, NY",36047053800,36047053800,29.95
"36081014800, NY",36081014800,36081014800,20.32
"36047041800, NY",36047041800,36047041800,19.04
"36047028400, NY",36047028400,36047028400,30.4
"36005015800, NY",36005015800,36005015800,12.27
"36047017800, NY",36047017800,36047017800,21.68
"36047034500, NY",36047034500,36047034500,26.12
"36047099000, NY",36047099000,36047099000,17.31
"36047012700, NY",36047012700,36047012700,39.67
"36081055900, NY",36081055900,36081055900,11.97
"36061027700, NY",36061027700,36061027700,40.29
"36047097000, NY",36047097000,36047097000,6.86
"36081120100, NY",36081120100,36081120100,13.92
"36047034900, NY",36047034900,36047034900,36.1
"36005036100, NY",36005036100,36005036100,51.62
"36047077000, NY",36047077000,36047077000,23.08
"36047035300, NY",36047035300,36047035300,36.15
"36047058600, NY",36047058600,36047058600,27.76
"36047027400, NY",36047027400,36047027400,15.38
"36047038900, NY",36047038900,36047038900,25.95
"36047035100, NY",36047035100,36047035100,41.35
"36047039600, NY",36047039600,36047039600,7.88
"36047041500, NY",36047041500,36047041500,35.34
"36047102200, NY",36047102200,36047102200,8.49
"36047026000, NY",36047026000,36047026000,24.09
"36081071304, NY",36081071304,36081071304,17.83
"36047081000, NY",36047081000,36047081000,23.58
"36047013800, NY",36047013800,36047013800,17.9
"36005033800, NY",36005033800,36005033800,37.49
"36047111800, NY",36047111800,36047111800,28.45
"36081012500, NY",36081012500,36081012500,10.1
"36047041300, NY",36047041300,36047041300,49.22
"36047112200, NY",36047112200,36047112200,32.83
"36047041600, NY",36047041600,36047041600,26.12
"36047027700, NY",36047027700,36047027700,37.45
"36047074000, NY",36047074000,36047074000,32.34
"36047034300, NY",36047034300,36047034300,56.47
"36047027500, NY",36047027500,36047027500,14.33
"36047004100, NY",36047004100,36047004100,1.33
"36047006200, NY",36047006200,36047006200,24.69
"36047028100, NY",36047028100,36047028100,45.41
"36047027900, NY",36047027900,36047027900,19.67
"36047025300, NY",36047025300,36047025300,29.4
"36061002201, NY",36061002201,36061002201,38.12
"36005013300, NY",36005013300,36005013300,44.27
"36047098800, NY",36047098800,36047098800,16.48
"36081011800, NY",36081011800,36081011800,22.81
"36047053100, NY",36047053100,36047053100,59.47
"36081054900, NY",36081054900,36081054900,14.86
"36047000900, NY",36047000900,36047000900,1.74
"36047076400, NY",36047076400,36047076400,38.37
"36081001000, NY",36081001000,36081001000,15.83
"36047058200, NY",36047058200,36047058200,17.85
"36005021700, NY",36005021700,36005021700,51.45
"36081007900, NY",36081007900,36081007900,28.53
"36081045600, NY",36081045600,36081045600,29.35
"36047042400, NY",36047042400,36047042400,16.59
"36047121000, NY",36047121000,36047121000,57.33
"36047101200, NY",36047101200,36047101200,14.42
"36047092200, NY",36047092200,36047092200,23.16
"36061003400, NY",36061003400,36061003400,25.58
"36081066900, NY",36081066900,36081066900,0
"36005023000, NY",36005023000,36005023000,30.18
"36081056200, NY",36081056200,36081056200,11.92
"36047027800, NY",36047027800,36047027800,27.27
"36047114600, NY",36047114600,36047114600,37.55
"36081012800, NY",36081012800,36081012800,15.37
"36047011600, NY",36047011600,36047011600,31.19
"36047032100, NY",36047032100,36047032100,29.35
"36005037000, NY",36005037000,36005037000,18.97
"36047115600, NY",36047115600,36047115600,53.12
"36047039500, NY",36047039500,36047039500,32.97
"36005026300, NY",36005026300,36005026300,54.07
"36047073200, NY",36047073200,36047073200,13.42
"36047020500, NY",36047020500,36047020500,4.52
"36047043000, NY",36047043000,36047043000,35.81
"36047026500, NY",36047026500,36047026500,26.32
"36047040100, NY",36047040100,36047040100,39.11
"36047026700, NY",36047026700,36047026700,19.42
"36081046300, NY",36081046300,36081046300,18.13
"36047023100, NY",36047023100,36047023100,9.19
"36047116600, NY",36047116600,36047116600,29.26
"36047044700, NY",36047044700,36047044700,44.48
"36005034000, NY",36005034000,36005034000,33.81
"36047039700, NY",36047039700,36047039700,42.9
"36047058800, NY",36047058800,36047058800,18.09
"36005044901, NY",36005044901,36005044901,5.93
"36047051100, NY",36047051100,36047051100,55.08
"36061025100, NY",36061025100,36061025100,42.44
"36081071900, NY",36081071900,36081071900,24.43
"36047017900, NY",36047017900,36047017900,24.87
"36047037500, NY",36047037500,36047037500,13.22
"36047057400, NY",36047057400,36047057400,20.11
"36081041300, NY",36081041300,36081041300,50.78
"36081059000, NY",36081059000,36081059000,12.87
"36081027600, NY",36081027600,36081027600,25.68
"36047085600, NY",36047085600,36047085600,19.43
"36081047100, NY",36081047100,36081047100,24.2
"36047058000, NY",36047058000,36047058000,36.76
"36047057600, NY",36047057600,36047057600,14.22
"36047115000, NY",36047115000,36047115000,48.64
"36061029300, NY",36061029300,36061029300,50.17
"36047059000, NY",36047059000,36047059000,28.97
"36061026300, NY",36061026300,36061026300,46.54
"36047072000, NY",36047072000,36047072000,15.41
"36005002702, NY",36005002702,36005002702,51.02
"36005034400, NY",36005034400,36005034400,18.96
"36047011000, NY",36047011000,36047011000,31.82
"36005038200, NY",36005038200,36005038200,29.51
"36081028500, NY",36081028500,36081028500,14.59
"36047081800, NY",36047081800,36047081800,23.76
"36061030300, NY",36061030300,36061030300,29.09
"36081036100, NY",36081036100,36081036100,30.16
"36005044902, NY",36005044902,36005044902,8.7
"36005034200, NY",36005034200,36005034200,29.57
"36081010800, NY",36081010800,36081010800,16.83
"36047021800, NY",36047021800,36047021800,42.57
"36047026200, NY",36047026200,36047026200,22.11
"36005008400, NY",36005008400,36005008400,25.25
"36081062700, NY",36081062700,36081062700,5.46
"36061022302, NY",36061022302,36061022302,36.29
"36047092800, NY",36047092800,36047092800,10.73
"36081086500, NY",36081086500,36081086500,8.06
"36005006800, NY",36005006800,36005006800,25.34
"36005012901, NY",36005012901,36005012901,59.85
"36061026100, NY",36061026100,36061026100,61.41
"36081023800, NY",36081023800,36081023800,21.43
"36047003900, NY",36047003900,36047003900,0
"36047078800, NY",36047078800,36047078800,31.73
"36005003100, NY",36005003100,36005003100,21.13
"36081000200, NY",36081000200,36081000200,16.6
"36047102000, NY",36047102000,36047102000,15.64
"36081062300, NY",36081062300,36081062300,7.09
"36047068800, NY",36047068800,36047068800,10.34
"36047082800, NY",36047082800,36047082800,33.61
"36047055300, NY",36047055300,36047055300,12.63
"36047086600, NY",36047086600,36047086600,24.66
"36047013100, NY",36047013100,36047013100,3.73
"36047032900, NY",36047032900,36047032900,25.29
"36005021502, NY",36005021502,36005021502,55.06
"36005028700, NY",36005028700,36005028700,15.01
"36061016100, NY",36061016100,36061016100,0.99
"36047006700, NY",36047006700,36047006700,1.23
"36047022600, NY",36047022600,36047022600,41.61
"36005014900, NY",36005014900,36005014900,50.56
"36047098600, NY",36047098600,36047098600,15.41
"36047043800, NY",36047043800,36047043800,28.25
"36005043600, NY",36005043600,36005043600,8.32
"36047087000, NY",36047087000,36047087000,24.32
"36081037500, NY",36081037500,36081037500,31.61
"36081118500, NY",36081118500,36081118500,18.46
"36081035300, NY",36081035300,36081035300,26.33
"36081055100, NY",36081055100,36081055100,16.79
"36047067600, NY",36047067600,36047067600,9.37
"36047024400, NY",36047024400,36047024400,26.48
"36047115800, NY",36047115800,36047115800,32.2
"36047101400, NY",36047101400,36047101400,15.47
"36081060100, NY",36081060100,36081060100,16.93
"36047021500, NY",36047021500,36047021500,13.77
"36047013200, NY",36047013200,36047013200,10.54
"36047024300, NY",36047024300,36047024300,24.04
"36047029000, NY",36047029000,36047029000,25.49
"36047089800, NY",36047089800,36047089800,29.43
"36047002000, NY",36047002000,36047002000,32.14
"36061021303, NY",36061021303,36061021303,20.31
"36005039901, NY",36005039901,36005039901,55.5
"36047048000, NY",36047048000,36047048000,42.69
"36047117000, NY",36047117000,36047117000,47.76
"36081006502, NY",36081006502,36081006502,7
"36081027200, NY",36081027200,36081027200,28.06
"36081045500, NY",36081045500,36081045500,24
"36047041402, NY",36047041402,36047041402,19.44
"36061022600, NY",36061022600,36061022600,26.23
"36081020600, NY",36081020600,36081020600,13.57
"36047006600, NY",36047006600,36047006600,20.13
"36047042100, NY",36047042100,36047042100,34.97
"36047045600, NY",36047045600,36047045600,29.85
"36047113400, NY",36047113400,36047113400,60.4
"36047040400, NY",36047040400,36047040400,18.43
"36047065600, NY",36047065600,36047065600,4.7
"36081040900, NY",36081040900,36081040900,37.51
"36005024600, NY",36005024600,36005024600,5.96
"36081005000, NY",36081005000,36081005000,0
"36061009400, NY",36061009400,36061009400,N/A
"36047064000, NY",36047064000,36047064000,6.73
"36047041900, NY",36047041900,36047041900,52.51
"36047120200, NY",36047120200,36047120200,24.21
"36047065800, NY",36047065800,36047065800,9.76
"36081050202, NY",36081050202,36081050202,10
"36005021100, NY",36005021100,36005021100,49.39
"36047040800, NY",36047040800,36047040800,21.69
"36047028800, NY",36047028800,36047028800,25.26
"36081029300, NY",36081029300,36081029300,10.57
"36047013700, NY",36047013700,36047013700,9.54
"36047117601, NY",36047117601,36047117601,35.55
"36005017500, NY",36005017500,36005017500,50.56
"36047010200, NY",36047010200,36047010200,35.37
"36047086400, NY",36047086400,36047086400,27.11
"36005024300, NY",36005024300,36005024300,52.74
"36047010400, NY",36047010400,36047010400,35.64
"36047006000, NY",36047006000,36047006000,18.58
"36047066000, NY",36047066000,36047066000,5.39
"36047100600, NY",36047100600,36047100600,1.72
"36047117202, NY",36047117202,36047117202,23.29
"36047013500, NY",36047013500,36047013500,1.45
"36081046900, NY",36081046900,36081046900,23.3
"36081001600, NY",36081001600,36081001600,13
"36005042000, NY",36005042000,36005042000,29.85
"36047048100, NY",36047048100,36047048100,12.85
"36047116000, NY",36047116000,36047116000,27.34
"36061022700, NY",36061022700,36061022700,27.25
"36047087800, NY",36047087800,36047087800,17.65
"36005003300, NY",36005003300,36005003300,62.59
"36047031900, NY",36047031900,36047031900,23.34
"36047039900, NY",36047039900,36047039900,31.84
"36047013900, NY",36047013900,36047013900,10.7
"36047064800, NY",36047064800,36047064800,6.16
"36047065400, NY",36047065400,36047065400,2.5
"36081032700, NY",36081032700,36081032700,14.25
"36081033900, NY",36081033900,36081033900,4.01
"36081033700, NY",36081033700,36081033700,11.55
"36081011100, NY",36081011100,36081011100,12.45
"36081025700, NY",36081025700,36081025700,9.23
"36005020601, NY",36005020601,36005020601,31.85
"36047073400, NY",36047073400,36047073400,16.86
"36047009400, NY",36047009400,36047009400,15.05
"36047009800, NY",36047009800,36047009800,34.64
"36047010800, NY",36047010800,36047010800,23.94
"36047010000, NY",36047010000,36047010000,43.65
"36081045700, NY",36081045700,36081045700,12.09
"36047023000, NY",36047023000,36047023000,48.07
"36047010600, NY",36047010600,36047010600,32.81
"36047009600, NY",36047009600,36047009600,29.09
"36047120000, NY",36047120000,36047120000,31.82
"36047015300, NY",36047015300,36047015300,0
"36081055500, NY",36081055500,36081055500,17.45
"36081013600, NY",36081013600,36081013600,9.16
"36047022100, NY",36047022100,36047022100,34.2
"36005038100, NY",36005038100,36005038100,44.96
"36081015400, NY",36081015400,36081015400,9.17
"36047021000, NY",36047021000,36047021000,27.01
"36081043701, NY",36081043701,36081043701,20.99
"36047027300, NY",36047027300,36047027300,16.73
"36047015500, NY",36047015500,36047015500,2.61
"36005038800, NY",36005038800,36005038800,27.86
"36061004300, NY",36061004300,36061004300,4.18
"36061020600, NY",36061020600,36061020600,24.92
"36047015100, NY",36047015100,36047015100,2.03
"36047042700, NY",36047042700,36047042700,48.99
"36061020800, NY",36061020800,36061020800,18.87
"36081086100, NY",36081086100,36081086100,14.49
"36047028700, NY",36047028700,36047028700,24.22
"36047027600, NY",36047027600,36047027600,30.52
"36005004800, NY",36005004800,36005004800,48.18
"36061018800, NY",36061018800,36061018800,25.68
"36047089600, NY",36047089600,36047089600,34.02
"36047096800, NY",36047096800,36047096800,10
"36047018400, NY",36047018400,36047018400,15.07
"36005019700, NY",36005019700,36005019700,51.95
"36047100800, NY",36047100800,36047100800,14.83
"36047043200, NY",36047043200,36047043200,30.93
"36047082000, NY",36047082000,36047082000,35.11
"36047013300, NY",36047013300,36047013300,2.57
"36047009000, NY",36047009000,36047009000,41.75
"36005024700, NY",36005024700,36005024700,31.41
"36081014700, NY",36081014700,36081014700,7.45
"36081002600, NY",36081002600,36081002600,12.52
"36081015500, NY",36081015500,36081015500,8.11
"36047012100, NY",36047012100,36047012100,9.41
"36081002200, NY",36081002200,36081002200,15.71
"36047068600, NY",36047068600,36047068600,11.96
"36047077400, NY",36047077400,36047077400,20.56
"36081003900, NY",36081003900,36081003900,28.36
"36081012601, NY",36081012601,36081012601,14.36
"36081015000, NY",36081015000,36081015000,12.54
"36081012602, NY",36081012602,36081012602,17.87
"36081037700, NY",36081037700,36081037700,32.08
"36047007000, NY",36047007000,36047007000,12.83
"36047087200, NY",36047087200,36047087200,14.52
"36081012000, NY",36081012000,36081012000,9.19
"36047021900, NY",36047021900,36047021900,22.19
"36061028300, NY",36061028300,36061028300,28.01
"36047040600, NY",36047040600,36047040600,21.11
"36081020200, NY",36081020200,36081020200,24.26
"36081085900, NY",36081085900,36081085900,19.1
"36047014000, NY",36047014000,36047014000,14.1
"36005039400, NY",36005039400,36005039400,30.94
"36005038302, NY",36005038302,36005038302,62.22
"36047031100, NY",36047031100,36047031100,30.83
"36047083200, NY",36047083200,36047083200,15.38
"36081065702, NY",36081065702,36081065702,7.05
"36005030100, NY",36005030100,36005030100,6.41
"36081002000, NY",36081002000,36081002000,12.7
"36081071303, NY",36081071303,36081071303,2.02
"36081058700, NY",36081058700,36081058700,7.81
"36061025700, NY",36061025700,36061025700,4.75
"36081086300, NY",36081086300,36081086300,28.68
"36047085000, NY",36047085000,36047085000,14.18
"36047116800, NY",36047116800,36047116800,21.13
"36047117602, NY",36047117602,36047117602,23.81
"36081027400, NY",36081027400,36081027400,14.21
"36081055300, NY",36081055300,36081055300,18.48
"36047029900, NY",36047029900,36047029900,41.19
"36047007400, NY",36047007400,36047007400,41.56
"36081026200, NY",36081026200,36081026200,17.65
"36005023200, NY",36005023200,36005023200,35.95
"36047116200, NY",36047116200,36047116200,29.72
"36081058300, NY",36081058300,36081058300,6.75
"36047048800, NY",36047048800,36047048800,21.44
"36047020800, NY",36047020800,36047020800,36.19
"36047102400, NY",36047102400,36047102400,13.04
"36047036400, NY",36047036400,36047036400,11.09
"36047030900, NY",36047030900,36047030900,44.56
"36081018000, NY",36081018000,36081018000,35.79
"36005003500, NY",36005003500,36005003500,45.02
